alarm_id,device_id,start_timestamp,end_timestamp
37,17,4923,4961
12,34,4925,5013
32,30,4943,4991
11,14,4943,5004
27,11,4947,4989
25,2,4948,5015
27,19,4949,5039
24,16,4950,4953
37,27,4957,5005
32,34,4961,5047
37,29,4962,4985
25,32,4963,5181
24,30,4977,5018
27,2,4988,5113
9,34,4992,5093
25,11,4996,5060
37,30,5004,5049
32,30,5004,5057
26,3,5008,5015
37,30,5010,5055
24,30,5010,5063
27,27,5010,5099
27,5,5011,5048
30,26,5011,5053
37,6,5013,5046
25,34,5020,5100
37,14,5025,5065
27,34,5026,5106
24,14,5041,5229
0,0,5057,5158
27,32,5065,5229
25,26,5070,5105
27,14,5075,5128
27,0,5075,5156
37,25,5080,5097
38,13,5080,5178
37,30,5091,5142
27,19,5096,5184
37,25,5101,5117
37,25,5126,5152
25,26,5130,5175
35,19,5130,5210
19,31,5131,5133
37,14,5134,5212
37,0,5142,5230
27,30,5145,5173
27,0,5148,5221
37,25,5153,5160
23,13,5155,5244
0,2,5161,5232
27,32,5161,5284
30,19,5165,5227
27,19,5167,5255
30,26,5168,5207
27,26,5170,5216
27,13,5172,5272
27,14,5173,5202
12,32,5175,5302
1,15,5179,5199
10,32,5180,5180
9,19,5181,5292
9,34,5184,5322
9,13,5184,5264
37,30,5185,5234
10,25,5186,5191
30,11,5186,5211
27,32,5190,5220
33,27,5191,5299
10,25,5193,5244
32,9,5196,5242
9,26,5198,5237
9,11,5210,5220
10,32,5215,5225
32,32,5216,5233
33,12,5221,5275
18,3,5223,5260
26,4,5229,5314
6,20,5234,5333
27,32,5235,5263
18,1,5235,5244
12,4,5241,5367
38,5,5243,5341
10,20,5243,5258
23,32,5246,5357
17,24,5248,5297
37,6,5253,5275
25,11,5257,5262
9,34,5258,5378
1,32,5260,5334
10,5,5261,5343
22,14,5264,5280
22,30,5264,5285
10,32,5267,5283
0,0,5267,5371
38,21,5267,5390
32,5,5271,5351
33,18,5274,5277
7,20,5276,5286
32,10,5277,5324
28,21,5278,5404
15,24,5281,5316
25,26,5281,5314
33,18,5282,5300
27,0,5282,5345
33,18,5282,5311
33,0,5283,5365
10,8,5284,5321
11,0,5285,5339
25,32,5287,5298
7,20,5290,5336
33,0,5291,5386
10,34,5292,5363
18,6,5292,5419
10,24,5292,5338
25,21,5292,5358
37,20,5295,5299
7,20,5298,5342
10,34,5300,5387
25,5,5300,5330
37,20,5305,5341
12,10,5306,5334
23,19,5308,5406
23,32,5308,5326
27,14,5309,5538
10,11,5310,5341
37,25,5310,5419
27,34,5311,5390
18,25,5312,5365
24,30,5313,5364
24,14,5314,5386
14,23,5314,5366
27,27,5315,5402
10,32,5319,5335
7,20,5319,5327
12,32,5320,5331
3,20,5321,5325
3,10,5321,5356
10,9,5322,5356
27,11,5322,5346
18,20,5323,5344
32,2,5328,5447
10,26,5330,5369
7,20,5330,5346
35,30,5331,5366
27,32,5332,5360
27,5,5333,5368
27,2,5334,5458
18,20,5337,5378
27,26,5337,5380
37,14,5338,5374
7,20,5338,5463
24,30,5340,5389
25,19,5345,5486
10,13,5346,5393
37,17,5347,5366
37,20,5348,5386
37,20,5349,5434
10,30,5349,5395
12,11,5350,5404
25,32,5351,5459
27,19,5351,5432
27,32,5352,5522
27,5,5352,5361
33,21,5353,5436
9,11,5354,5373
27,11,5356,5511
30,32,5357,5362
3,10,5358,5390
30,34,5361,5420
25,26,5361,5401
27,14,5361,5414
32,11,5363,5400
32,10,5364,5417
9,19,5365,5473
27,30,5367,5415
37,30,5367,5411
37,3,5368,5453
22,30,5370,5392
32,4,5375,5443
27,5,5377,5386
25,21,5378,5481
27,11,5379,5478
7,21,5383,5446
37,14,5384,5469
37,10,5385,5420
27,26,5388,5434
14,30,5388,5431
10,22,5388,5427
30,32,5390,5394
23,34,5391,5462
7,4,5394,5434
10,30,5396,5425
7,7,5397,5457
37,20,5398,5419
20,0,5398,5505
37,14,5400,5486
25,2,5404,5480
12,11,5405,5475
27,11,5410,5425
32,34,5410,5538
27,26,5412,5451
27,30,5415,5462
27,5,5416,5466
7,10,5416,5464
12,34,5418,5545
25,34,5419,5486
32,11,5420,5441
10,26,5421,5465
14,33,5421,5491
37,14,5424,5460
24,30,5424,5475
27,11,5427,5435
18,25,5428,5492
25,19,5438,5532
12,10,5443,5491
33,0,5444,5506
3,3,5444,5554
32,23,5446,5494
32,19,5447,5543
9,26,5447,5490
32,34,5458,5563
37,30,5458,5496
24,30,5459,5499
2,26,5461,5489
19,33,5463,5534
27,19,5465,5555
32,30,5466,5516
27,19,5467,5542
32,23,5467,5565
25,19,5469,5587
24,30,5470,5505
32,19,5473,5577
27,30,5474,5521
32,20,5475,5501
37,14,5475,5518
27,32,5477,5534
37,30,5478,5507
32,24,5480,5501
7,3,5480,5553
7,3,5480,5513
37,30,5481,5528
37,30,5486,5523
25,19,5495,5586
27,11,5496,5499
37,17,5496,5500
32,19,5497,5592
32,12,5497,5586
2,0,5499,5602
27,17,5500,5544
37,14,5501,5552
25,2,5503,5600
25,11,5503,5503
7,23,5504,5596
27,11,5505,5510
25,32,5506,5579
24,17,5506,5529
25,26,5507,5535
25,26,5508,5543
25,26,5508,5546
32,3,5508,5515
12,4,5512,5626
27,11,5513,5564
37,1,5514,5519
27,26,5515,5559
27,27,5515,5603
25,11,5515,5673
27,0,5516,5580
27,28,5517,5544
9,11,5519,5594
27,26,5521,5560
27,19,5521,5612
37,31,5522,5550
25,26,5524,5566
37,25,5524,5618
25,11,5525,5592
37,17,5525,5567
37,28,5527,5590
27,26,5527,5573
37,17,5528,5542
27,19,5529,5630
37,25,5529,5555
27,19,5532,5615
32,4,5532,5610
27,0,5533,5612
27,19,5533,5619
27,17,5534,5544
27,26,5534,5578
25,34,5534,5631
7,10,5534,5583
37,30,5536,5583
32,23,5540,5609
32,24,5547,5580
25,32,5548,5646
24,16,5549,5599
37,25,5551,5557
25,26,5551,5583
7,3,5556,5563
27,11,5560,5657
7,21,5560,5607
37,1,5565,5738
7,25,5567,5622
37,4,5568,5681
7,23,5570,5663
25,11,5571,5609
25,26,5573,5601
27,19,5579,5680
27,30,5582,5634
27,30,5583,5616
7,3,5583,5659
27,26,5585,5627
27,5,5586,5608
27,17,5587,5588
4,7,5589,5701
27,13,5595,5711
27,0,5596,5715
27,26,5601,5641
7,23,5606,5712
27,19,5606,5699
27,34,5608,5690
31,11,5608,5631
27,11,5611,5648
35,19,5615,5710
12,19,5617,5714
32,18,5619,5625
2,11,5624,5631
12,6,5625,5663
37,20,5627,5639
9,19,5628,5772
2,32,5629,5675
5,11,5630,5679
19,33,5635,5700
24,16,5637,5644
37,30,5638,5669
9,26,5640,5684
27,32,5643,5673
9,11,5646,5650
9,11,5647,5652
30,26,5649,5700
31,5,5658,5711
30,26,5661,5709
9,11,5664,5715
30,5,5672,5735
6,1,5673,5695
12,6,5673,5745
28,26,5676,5721
9,19,5684,5779
12,20,5684,5723
10,11,5685,5729
18,20,5686,5721
30,19,5687,5743
18,20,5688,5693
32,11,5689,5762
2,19,5699,5772
30,26,5700,5743
3,25,5704,5706
9,11,5705,5711
32,20,5715,5747
7,6,5719,5770
7,20,5734,5768
25,19,5739,5883
37,17,5759,5805
26,6,5769,5848
27,19,5787,5885
15,24,5788,5814
27,26,5794,5837
30,19,5817,5879
12,5,5826,5842
37,17,5832,5876
26,4,5833,5908
27,17,5842,5920
25,5,5843,5853
27,11,5845,5907
37,3,5845,5989
27,32,5850,5886
30,13,5879,5973
14,3,5903,5907
5,0,5922,6038
38,32,5981,6046
1,15,5985,6017
37,14,5987,6029
9,15,6004,6016
35,34,6007,6105
9,32,6008,6266
9,34,6009,6083
10,24,6010,6052
23,13,6014,6074
10,32,6021,6072
10,32,6034,6091
35,15,6038,6046
10,25,6043,6044
33,30,6044,6088
28,21,6045,6162
12,25,6048,6053
12,32,6050,6052
1,19,6070,6167
36,34,6073,6217
3,10,6079,6116
9,11,6080,6124
