event,node,timestamp
58,1,401252
19,1,483837
46,1,483784
24,1,344787
12,1,398607
55,1,314546
56,1,261410
56,1,591385
13,1,269109
56,1,398596
28,1,422879
13,1,514598
13,1,584230
21,1,345346
6,1,21115
24,1,21083
24,1,587657
6,1,49682
6,1,372909
43,1,291139
55,1,171669
56,1,374115
13,1,59830
6,1,131389
21,1,451342
55,1,357837
19,1,88267
56,1,226927
56,1,592434
6,1,402018
13,1,596016
56,1,452751
13,1,194255
55,1,250595
13,1,16004
28,1,340426
13,1,414075
13,1,104877
6,1,528256
56,1,418084
56,1,300965
12,1,242784
56,1,226913
6,1,472607
6,1,428340
21,1,464578
24,1,430187
24,1,558769
43,1,76188
55,1,313128
13,1,381191
13,1,275263
56,1,41479
6,1,498685
55,1,359856
56,1,600392
56,1,68996
13,1,119429
56,1,337846
43,1,6746
13,1,226955
56,1,226943
24,1,571555
56,1,540436
55,1,395778
24,1,424718
13,1,88125
6,1,89053
43,1,56087
56,1,11248
13,1,336213
56,1,384542
56,1,221221
21,1,463810
56,1,532483
56,1,566246
12,1,436607
21,1,400865
21,1,326512
6,1,162308
56,1,69021
56,1,358112
43,1,469869
58,1,158367
56,1,602534
56,1,167761
52,1,188125
13,1,466358
56,1,504511
1,2,51029
1,2,94990
1,2,283998
1,2,319132
1,2,362711
1,2,487086
2,2,7282
2,2,74505
2,2,151160
2,2,275476
2,2,357355
2,2,464251
2,2,541595
3,2,241658
3,2,330057
3,2,578355
4,2,43306
4,2,58683
4,2,105775
4,2,233064
4,2,462049
4,2,532565
4,2,584764
5,2,73184
5,2,73689
5,2,127331
5,2,311104
5,2,481028
6,2,27862
6,2,123282
6,2,330650
6,2,354316
6,2,374163
6,2,480334
6,2,565522
7,2,13471
7,2,17498
7,2,77431
7,2,121465
7,2,151847
7,2,342257
7,2,446299
7,2,511847
12,2,4309
12,2,69944
12,2,70549
12,2,89131
12,2,167518
12,2,254458
12,2,354603
12,2,402208
12,2,457346
12,2,530110
12,2,587806
13,2,91977
13,2,244475
13,2,467084
13,2,560315
13,2,589103
16,2,30426
16,2,37489
16,2,42237
16,2,114068
16,2,139166
16,2,206611
16,2,290968
16,2,292411
16,2,420838
16,2,495688
18,2,121213
18,2,121620
18,2,191514
18,2,436567
21,2,335006
21,2,401495
23,2,15923
23,2,51873
23,2,97737
23,2,159771
23,2,169476
23,2,174177
23,2,203351
23,2,209820
23,2,292508
23,2,331809
23,2,530776
23,2,602346
24,2,19175
24,2,25568
24,2,386967
24,2,409482
24,2,479277
24,2,587309
25,2,114655
25,2,261979
25,2,271317
25,2,390381
25,2,551015
25,2,558430
26,2,155433
26,2,189684
26,2,306418
26,2,386380
26,2,434757
26,2,441715
26,2,474330
26,2,519647
26,2,533127
26,2,551427
26,2,565458
26,2,577593
26,2,586029
27,2,174667
31,2,341041
31,2,422591
31,2,539979
35,2,20622
35,2,79498
35,2,190032
35,2,409320
35,2,418218
35,2,558856
35,2,580389
37,2,61490
37,2,200316
39,2,284890
39,2,371007
39,2,392939
39,2,464261
43,2,154456
43,2,195979
43,2,228709
43,2,297531
43,2,477489
43,2,570108
46,2,59703
46,2,61978
46,2,141577
46,2,187740
46,2,242459
46,2,395103
46,2,454518
46,2,486430
46,2,493075
46,2,540995
51,2,206609
51,2,216255
51,2,307442
51,2,356084
51,2,387648
51,2,434739
51,2,478838
51,2,538457
51,2,562195
52,2,51063
52,2,191103
52,2,273164
52,2,281302
52,2,487711
52,2,534094
53,2,7843
53,2,98255
53,2,364102
53,2,486162
53,2,569940
54,2,2532
54,2,130614
54,2,290629
54,2,395138
54,2,406751
54,2,458279
56,2,11047
56,2,299771
56,2,476023
56,2,510145
56,2,520341
58,2,99556
58,2,259360
58,2,276105
58,2,483959
58,2,502711
58,2,537755
13,2,95031
13,2,487087
27,2,464261
56,2,464291
24,2,241688
23,2,330127
24,2,330148
6,2,43347
6,2,532589
6,2,584807
52,2,127379
35,2,13553
23,2,121524
35,2,151854
35,2,342286
23,2,4320
23,2,69956
23,2,89171
39,2,402311
23,2,457385
39,2,114069
39,2,139197
1,2,121300
23,2,401521
13,2,114683
56,2,390391
35,2,155478
4,2,189773
27,2,189750
35,2,189741
4,2,306506
13,2,306442
16,2,306517
53,2,306435
53,2,386426
35,2,434815
4,2,441758
13,2,441760
13,2,474390
53,2,474356
53,2,474472
4,2,519746
27,2,519724
53,2,519669
16,2,533135
27,2,533133
4,2,551495
27,2,551473
13,2,586133
53,2,586109
12,2,174668
13,2,558862
13,2,580453
6,2,356116
6,2,434819
27,2,486205
52,2,259412
35,2,537757
6,2,82483
35,2,82486
35,2,154151
6,2,41787
6,2,521852
24,2,140377
7,2,161789
6,2,180355
39,2,207936
56,2,341749
56,2,368164
7,2,29029
56,2,479359
7,2,174127
6,2,495334
35,2,495324
12,2,581414
54,2,195782
7,2,76055
56,2,89169
43,2,174126
7,2,509716
56,2,509735
56,2,362820
56,2,121328
7,2,156665
12,2,432017
43,2,362196
52,2,576560
7,2,92067
24,2,385622
46,2,335808
46,2,372902
23,2,46777
43,2,574124
43,2,579577
25,2,358142
12,2,303721
6,2,371562
12,2,99866
7,2,34727
21,2,291111
25,2,530855
7,2,539043
6,2,69600
27,2,587646
27,2,59904
31,2,199200
25,2,327427
25,2,327451
31,2,327477
27,2,390592
56,2,404960
24,2,197629
23,2,211005
24,2,233215
24,2,488936
39,2,43751
1,2,128210
31,2,500879
31,2,534188
31,2,571502
56,2,140767
56,2,560777
7,2,597227
13,2,45292
56,2,45300
43,2,74171
35,2,51198
35,2,55944
6,2,241224
6,2,330535
3,2,244584
23,2,337476
23,2,509258
39,2,509283
23,2,228089
21,2,17785
7,2,327693
56,2,449170
16,2,84736
13,2,439091
13,2,474615
51,2,275821
13,2,460003
35,2,180291
35,2,268095
56,2,352617
6,2,158923
52,2,67792
24,2,288908
5,2,560955
24,2,574457
3,2,120803
51,2,439513
51,2,555904
3,2,41090
43,2,62941
56,2,62966
56,2,153964
7,2,253870
43,2,326094
25,2,268760
6,2,12978
35,2,306471
12,2,541172
6,2,564539
12,2,63152
25,2,25679
21,2,106908
27,2,115065
31,2,40369
31,2,91471
31,2,112747
35,2,15870
6,2,514317
3,2,600322
23,2,89845
46,2,190796
23,2,38482
6,2,552783
24,2,552767
6,2,596089
23,2,596098
12,2,21475
21,2,537691
56,2,558671
13,2,204507
27,2,349601
13,2,545716
27,2,423721
24,2,440001
25,2,440003
31,2,555223
24,2,236506
3,2,239397
56,2,11303
12,2,464302
7,2,241747
13,2,13576
56,2,121612
13,2,342361
56,2,4365
56,2,69992
13,2,121326
27,2,306465
27,2,386442
27,2,474362
6,2,519833
6,2,551563
7,2,140417
35,2,161790
27,2,195799
23,2,432046
56,2,46862
23,2,99871
35,2,34789
21,2,197729
21,2,233234
7,2,488999
56,2,534203
56,2,337554
56,2,509280
23,2,327701
39,2,84750
13,2,180317
35,2,253884
13,2,306485
13,2,306568
23,2,63171
43,2,25728
56,2,40389
13,2,440019
43,2,440051
54,2,235804
1,2,507137
43,2,509714
54,2,603727
7,2,285657
56,2,527576
7,2,48794
7,2,236656
7,2,77598
52,2,236504
12,2,419867
52,2,576553
27,2,434783
56,2,55020
25,2,585123
51,2,107599
7,2,395077
27,2,547378
12,2,220449
7,2,261344
12,2,464301
13,2,342285
56,2,167630
56,2,402243
23,2,558464
13,2,386521
12,2,519697
13,2,533235
39,2,586172
56,2,174239
13,2,477359
52,2,178200
6,2,598727
23,2,598716
24,2,41114
24,2,41155
21,2,301983
7,2,363651
27,2,206925
7,2,215953
56,2,470181
13,2,39051
39,2,95431
13,2,236753
7,2,330157
13,2,577756
56,2,306594
1,2,357651
23,2,341678
13,2,179782
43,2,179749
21,2,21198
21,2,466343
56,2,604223
23,2,410121
39,2,410132
1,2,561037
23,2,287050
56,2,106919
39,2,365946
27,2,259804
51,2,164275
7,2,142151
43,2,435226
56,2,490011
25,2,532873
7,2,556914
56,2,556857
56,2,77565
56,2,167547
56,2,597295
56,2,600459
23,2,133930
56,2,49191
25,2,125208
56,2,372976
6,2,584601
56,2,172871
56,2,187447
23,2,422782
7,2,440013
7,2,578434
7,2,194206
7,2,21239
24,2,60194
56,2,250630
58,2,42648
21,2,5428
6,2,458091
21,2,601854
12,2,430904
52,2,234471
7,2,501522
56,2,539125
23,2,552800
51,2,574401
25,2,489135
43,2,517226
54,2,310001
56,2,287068
35,2,216911
56,2,355186
23,2,241827
12,2,306497
35,2,285724
23,2,395089
23,2,220504
23,2,261407
56,2,558570
7,2,41194
35,2,363746
23,2,21228
13,2,125218
23,2,440048
35,2,194303
35,2,42673
56,2,489136
27,2,310030
56,2,156718
56,2,51260
6,2,263429
35,2,194102
13,2,105897
7,2,151637
13,2,501033
13,2,470152
56,2,161821
7,2,232435
43,2,232424
12,2,410678
56,2,483981
54,2,164039
7,2,41219
23,2,189848
39,2,189831
39,2,115124
13,2,28063
56,2,483657
35,2,169757
23,2,226054
39,2,226062
39,2,361400
56,2,316157
39,2,262065
56,2,219293
13,2,505278
23,2,436236
39,2,273101
21,2,548644
6,2,471082
13,2,107694
23,2,116520
56,2,60936
6,2,604221
43,2,248890
43,2,339925
7,2,67614
51,2,439460
56,2,161869
56,2,303810
23,2,197717
23,2,600402
6,2,206909
56,2,88820
35,2,273092
12,2,96316
23,2,489437
21,2,411702
12,2,136367
43,2,420121
56,2,420122
35,2,261768
23,2,480670
56,2,401761
56,2,169799
13,2,363774
13,2,194116
23,2,410690
27,2,164057
35,2,41279
56,2,600468
56,2,236674
56,2,77670
43,2,450560
52,2,358241
56,2,469957
23,2,24151
7,2,571621
13,2,285716
13,2,77649
13,2,142235
35,2,520851
39,2,207043
7,2,349674
13,2,349663
56,2,349718
51,2,443555
39,2,358142
56,2,388883
56,2,330240
56,2,142309
23,2,562594
56,2,41873
6,2,201173
58,2,552820
7,2,588239
23,2,99721
56,2,77661
56,2,244636
35,2,571676
13,2,520857
52,2,552836
56,2,41279
56,2,372997
56,2,124512
35,2,428325
56,2,124456
13,2,37635
13,2,384549
56,2,194256
56,2,554391
56,2,228416
56,2,385547
56,2,58878
56,2,492595
13,2,571707
13,2,428404
56,2,410760
56,2,358188
0,3,55579
0,3,114207
0,3,151770
0,3,293098
0,3,395314
0,3,403090
0,3,459580
0,3,586325
3,3,72650
3,3,105145
3,3,112298
3,3,119074
3,3,165852
3,3,212904
3,3,213403
3,3,427947
4,3,111364
6,3,27945
6,3,79005
6,3,103212
6,3,141075
6,3,146236
6,3,239767
6,3,240407
6,3,277663
6,3,292576
6,3,333584
6,3,346594
6,3,561772
6,3,563997
6,3,600187
10,3,262
10,3,61510
10,3,178638
10,3,230558
10,3,411684
10,3,420098
10,3,459908
10,3,522132
12,3,22655
12,3,37280
12,3,42902
12,3,60818
12,3,69115
12,3,156052
12,3,219254
12,3,241886
12,3,302912
12,3,356349
12,3,445554
12,3,497132
12,3,547782
12,3,564182
13,3,4067
13,3,60625
13,3,173337
13,3,184642
13,3,251194
13,3,309265
13,3,444390
13,3,604619
14,3,227747
14,3,364584
14,3,468133
14,3,494461
15,3,112282
15,3,131426
15,3,165411
15,3,284585
15,3,335362
15,3,413564
15,3,423261
15,3,511051
15,3,531629
15,3,564285
16,3,265072
16,3,275890
16,3,308894
16,3,386989
16,3,459911
16,3,488041
16,3,535200
16,3,551524
16,3,558070
17,3,2023
17,3,77228
17,3,232312
17,3,307374
17,3,309415
17,3,344581
17,3,354657
17,3,385347
17,3,428736
17,3,554020
17,3,557076
17,3,560748
19,3,37942
19,3,75505
19,3,203748
19,3,232928
19,3,361387
19,3,366464
19,3,458028
20,3,26962
20,3,36075
20,3,54567
20,3,79654
20,3,113422
20,3,126139
20,3,175516
20,3,194511
20,3,246970
20,3,264953
20,3,310270
20,3,361177
20,3,426916
20,3,467002
21,3,54984
21,3,61825
21,3,256757
21,3,307213
21,3,377109
21,3,401468
21,3,544542
21,3,556457
21,3,585280
24,3,1941
24,3,33498
24,3,51182
24,3,261874
24,3,263973
24,3,307077
24,3,527629
24,3,581558
24,3,593385
25,3,212340
25,3,215795
25,3,305041
25,3,333913
25,3,375963
25,3,443631
25,3,543649
25,3,600526
26,3,5596
26,3,75797
26,3,100778
26,3,174237
26,3,182372
26,3,189565
26,3,196808
26,3,200715
26,3,386400
26,3,426602
26,3,502608
28,3,36960
28,3,167635
28,3,239330
28,3,306966
28,3,331950
28,3,360907
28,3,567803
36,3,311659
36,3,520498
43,3,71242
43,3,78174
43,3,119215
43,3,277195
43,3,280224
43,3,363017
43,3,373711
43,3,469347
43,3,489702
46,3,93845
46,3,147017
46,3,377743
46,3,440366
47,3,227073
47,3,334593
47,3,336956
47,3,358138
47,3,503049
47,3,504121
47,3,582755
49,3,70073
49,3,179630
49,3,293313
49,3,382172
49,3,402251
49,3,420461
49,3,426767
49,3,448296
49,3,513113
52,3,29399
52,3,43172
52,3,207181
52,3,315741
52,3,353918
52,3,485173
52,3,560559
52,3,575128
52,3,595961
53,3,24942
53,3,51923
53,3,110145
53,3,117068
53,3,126039
53,3,197233
53,3,418084
53,3,456792
53,3,488983
55,3,15643
55,3,29324
55,3,42338
55,3,52267
55,3,67946
55,3,94284
55,3,173306
55,3,286844
55,3,368231
55,3,406004
55,3,408004
55,3,423029
55,3,468942
56,3,73122
56,3,73453
56,3,126314
56,3,339861
56,3,457469
56,3,562213
57,3,27567
57,3,139157
57,3,163783
57,3,185631
57,3,285026
57,3,433702
57,3,503791
57,3,583364
57,3,591976
58,3,46290
58,3,202572
58,3,203250
58,3,290610
58,3,308207
58,3,317055
58,3,319256
58,3,492316
58,3,560082
58,3,580885
58,3,587238
6,3,293124
6,3,72656
6,3,119084
24,3,165855
24,3,212928
17,3,427967
28,3,178659
24,3,413581
56,3,531652
12,3,2056
12,3,385360
58,3,428751
55,3,256777
21,3,1942
43,3,212357
43,3,215822
43,3,543655
13,3,5599
19,3,174254
16,3,189568
16,3,196820
55,3,51929
25,3,27587
25,3,139175
25,3,163785
24,3,503814
52,3,290643
52,3,580918
6,3,176256
17,3,210377
24,3,501652
3,3,470149
28,3,470149
3,3,545232
3,3,421960
46,3,465275
3,3,518949
19,3,518931
24,3,67501
14,3,321929
14,3,357757
6,3,422842
24,3,422926
56,3,422849
56,3,428306
14,3,562453
14,3,574378
24,3,574367
24,3,574421
24,3,574452
58,3,235807
12,3,277500
58,3,369739
6,3,56374
6,3,94628
6,3,514979
55,3,249021
55,3,306985
55,3,307055
55,3,459462
56,3,115096
56,3,115166
43,3,143374
56,3,187041
56,3,320523
56,3,522870
13,3,76659
13,3,277850
16,3,277830
13,3,326093
36,3,227402
36,3,227437
25,3,234393
25,3,514529
36,3,514532
55,3,184020
55,3,294331
24,3,68024
24,3,145066
25,3,145125
24,3,340797
47,3,340732
52,3,407124
52,3,407175
52,3,481657
52,3,563059
52,3,316365
24,3,5796
55,3,5784
36,3,357636
55,3,357627
3,3,49687
28,3,49701
3,3,160331
28,3,455273
3,3,97634
19,3,334890
46,3,334845
19,3,341700
46,3,372963
19,3,545929
13,3,527758
13,3,579580
43,3,579575
56,3,579576
19,3,33786
56,3,511865
12,3,21399
6,3,39340
12,3,39307
12,3,303690
55,3,417877
12,3,600906
25,3,291066
21,3,530861
21,3,539075
55,3,264553
55,3,340188
24,3,199228
24,3,483163
47,3,483129
19,3,272663
36,3,554308
19,3,187511
3,3,68768
19,3,68821
3,3,326458
19,3,326563
46,3,326498
55,3,75971
55,3,174377
36,3,566725
19,3,595063
6,3,565543
55,3,403604
24,3,355182
52,3,362763
13,3,139192
19,3,357768
46,3,562458
52,3,235847
24,3,97647
21,3,199237
6,3,187535
17,3,68796
24,3,68790
17,3,326464
21,3,355202
24,3,470117
21,3,321906
55,3,528275
21,3,309610
58,3,232787
58,3,232846
12,3,454360
56,3,261395
13,3,226387
56,3,274367
17,3,352641
6,3,290321
43,3,530842
55,3,541062
3,3,131440
12,3,505133
55,3,126658
55,3,522339
19,3,107634
21,3,572781
56,3,270908
6,3,484765
56,3,8593
56,3,31650
12,3,268950
21,3,194359
3,3,574450
46,3,574462
55,3,309221
55,3,374982
3,3,284592
13,3,87079
25,3,579855
56,3,595960
6,3,350909
12,3,409643
25,3,248877
56,3,277197
56,3,129849
3,3,162273
56,3,97143
43,3,367619
56,3,367624
36,3,274372
55,3,33762
56,3,6252
55,3,429466
13,3,31287
56,3,485193
6,3,167973
55,3,408069
55,3,199248
21,3,68806
12,3,352658
6,3,284600
43,3,248898
6,3,162285
13,3,154183
55,3,455846
6,3,428314
55,3,335826
55,3,545979
56,3,436284
52,3,472699
25,3,154292
19,3,49730
13,3,49761
56,3,539068
12,3,218674
6,3,458114
55,3,435310
19,3,164036
12,3,561047
19,3,579852
6,3,272681
56,3,23008
55,3,414193
13,3,415381
56,3,207564
52,3,37514
56,3,178192
52,3,424216
52,3,438194
55,3,69133
6,3,579880
55,3,41194
52,3,358223
56,3,469949
56,3,154237
55,3,476278
6,3,490045
56,3,335429
55,3,228255
56,3,395751
6,3,498804
6,3,498845
56,3,302096
56,3,458246
6,3,49759
12,3,244624
56,3,596133
56,3,198419
56,3,571683
5,4,126697
5,4,445688
5,4,589142
9,4,143816
9,4,273532
9,4,391635
10,4,101828
10,4,466267
10,4,558009
11,4,64603
11,4,320699
11,4,379330
11,4,411827
11,4,472579
14,4,144319
14,4,159064
14,4,282304
14,4,557606
20,4,5716
20,4,25413
20,4,69830
20,4,259350
20,4,357625
20,4,519583
20,4,603297
21,4,184723
21,4,188745
21,4,190896
21,4,221791
21,4,398956
21,4,425339
21,4,527645
21,4,591016
23,4,15616
23,4,74997
23,4,181234
23,4,295395
23,4,377727
23,4,406903
23,4,452669
25,4,582511
25,4,583874
28,4,496824
28,4,512522
28,4,562800
31,4,75104
31,4,80623
31,4,254457
31,4,484356
32,4,229391
32,4,246178
32,4,257941
32,4,286055
32,4,322579
33,4,356364
33,4,425652
33,4,483774
33,4,569311
34,4,49131
34,4,384511
34,4,414043
38,4,373126
38,4,484172
38,4,549423
39,4,42040
39,4,140759
42,4,124380
42,4,133854
42,4,190923
42,4,225770
42,4,316047
45,4,76935
45,4,241424
45,4,321921
45,4,372199
45,4,463537
45,4,496604
46,4,33949
46,4,138455
46,4,164450
46,4,397824
51,4,53056
51,4,372476
51,4,547535
51,4,555109
52,4,133339
52,4,179876
52,4,301789
52,4,314710
52,4,387644
52,4,486792
52,4,531680
53,4,308058
53,4,313120
53,4,506149
54,4,104541
54,4,230446
54,4,337770
54,4,344039
54,4,568257
57,4,24819
57,4,87073
57,4,152161
57,4,410067
57,4,500013
57,4,570248
58,4,123393
58,4,137359
58,4,272947
58,4,461512
33,4,126714
52,4,589177
54,4,64618
46,4,144332
23,4,188760
31,4,570275
52,4,123394
42,4,194294
42,4,514146
32,4,175627
46,4,518932
11,4,428322
14,4,428293
23,4,574433
58,4,599428
23,4,97636
21,4,302477
33,4,115127
38,4,115157
